Payment Date,Tender,Card Brand,Amount
19-Aug-2019 04:18 PM EDT,Gift Cards,,5.39
19-Aug-2019 04:11 PM EDT,Debit Card,MC,10.78
19-Aug-2019 04:05 PM EDT,Debit Card,VISA,10.78
19-Aug-2019 03:59 PM EDT,Gift Cards,,10.78
19-Aug-2019 03:56 PM EDT,Debit Card,VISA,5.39
19-Aug-2019 03:41 PM EDT,Cash,,5.39
19-Aug-2019 03:41 PM EDT,Debit Card,VISA,21.56
19-Aug-2019 03:36 PM EDT,Debit Card,VISA,10.78
19-Aug-2019 02:52 PM EDT,Credit Card,MC,10.78
19-Aug-2019 02:42 PM EDT,Credit Card,VISA,16.17
19-Aug-2019 02:39 PM EDT,Debit Card,MC,10.78
19-Aug-2019 02:38 PM EDT,Debit Card,VISA,5.39
19-Aug-2019 02:34 PM EDT,Debit Card,MC,5.39
19-Aug-2019 02:28 PM EDT,Credit Card,VISA,10.78
19-Aug-2019 01:50 PM EDT,Credit Card,VISA,5.39
19-Aug-2019 01:25 PM EDT,Cash,,1.08
19-Aug-2019 01:23 PM EDT,Cash,,1.08
19-Aug-2019 01:19 PM EDT,Cash,,17.06
19-Aug-2019 01:13 PM EDT,Cash,,16.17
19-Aug-2019 01:10 PM EDT,Cash,,16.17
19-Aug-2019 01:00 PM EDT,Cash,,5.39
19-Aug-2019 12:36 PM EDT,Debit Card,MC,21.56
19-Aug-2019 12:07 PM EDT,Cash,,5.39
19-Aug-2019 12:06 PM EDT,Debit Card,VISA,10.78
19-Aug-2019 12:05 PM EDT,Cash,,5.39
19-Aug-2019 12:02 PM EDT,Cash,,5.39
18-Aug-2019 10:02 PM EDT,Cash,,14.04
18-Aug-2019 09:47 PM EDT,Debit Card,VISA,15.79
18-Aug-2019 09:46 PM EDT,Credit Card,MC,12
18-Aug-2019 09:07 PM EDT,Cash,,6.94
18-Aug-2019 09:06 PM EDT,Debit Card,MC,7.02
18-Aug-2019 09:04 PM EDT,Cash,,7.58
18-Aug-2019 08:57 PM EDT,Cash,,6.94
18-Aug-2019 08:39 PM EDT,Cash,,22.74
18-Aug-2019 08:33 PM EDT,Cash,,4.3
18-Aug-2019 08:32 PM EDT,Cash,,5.43
18-Aug-2019 08:31 PM EDT,Debit Card,VISA,7.07
18-Aug-2019 08:29 PM EDT,Cash,,8.42
18-Aug-2019 08:02 PM EDT,Cash,,14.04
18-Aug-2019 07:55 PM EDT,Debit Card,MC,21.34
18-Aug-2019 07:35 PM EDT,Debit Card,MC,11.75
18-Aug-2019 07:06 PM EDT,Debit Card,MC,16.85
18-Aug-2019 07:02 PM EDT,Debit Card,MC,5.13
18-Aug-2019 06:41 PM EDT,Debit Card,VISA,13.06
18-Aug-2019 06:40 PM EDT,Cash,,4.63
18-Aug-2019 06:36 PM EDT,Debit Card,MC,12.78
18-Aug-2019 06:32 PM EDT,Debit Card,VISA,21.2
18-Aug-2019 06:11 PM EDT,Credit Card,MC,13.9
18-Aug-2019 05:41 PM EDT,Gift Cards,,22.79
18-Aug-2019 05:40 PM EDT,Gift Cards,,6.69
18-Aug-2019 05:29 PM EDT,Cash,,26.11
18-Aug-2019 04:57 PM EDT,Debit Card,MC,12.64
18-Aug-2019 04:18 PM EDT,Debit Card,VISA,13.06
18-Aug-2019 03:39 PM EDT,Debit Card,VISA,7.58
18-Aug-2019 03:08 PM EDT,Debit Card,MC,5.05
18-Aug-2019 03:06 PM EDT,Credit Card,MC,34.4
18-Aug-2019 02:40 PM EDT,Debit Card,VISA,7.58
18-Aug-2019 01:52 PM EDT,Debit Card,MC,10.81
18-Aug-2019 01:24 PM EDT,Debit Card,VISA,25.97
18-Aug-2019 01:14 PM EDT,Credit Card,VISA,8.85
18-Aug-2019 12:30 PM EDT,Debit Card,MC,11.36
17-Aug-2019 09:38 PM EDT,Debit Card,MC,20.78
17-Aug-2019 09:37 PM EDT,Cash,,16.85
17-Aug-2019 09:35 PM EDT,Debit Card,VISA,6.07
17-Aug-2019 09:02 PM EDT,Cash,,17.13
17-Aug-2019 08:52 PM EDT,Cash,,45.35
17-Aug-2019 08:46 PM EDT,Credit Card,MC,22.89
17-Aug-2019 08:20 PM EDT,Debit Card,MC,26.54
17-Aug-2019 07:26 PM EDT,Debit Card,MC,6.18
17-Aug-2019 07:08 PM EDT,Debit Card,MC,7.19
17-Aug-2019 06:54 PM EDT,Debit Card,MC,13.9
17-Aug-2019 06:53 PM EDT,Credit Card,DISCOVER,27.24
17-Aug-2019 06:41 PM EDT,Credit Card,DISCOVER,8.7
17-Aug-2019 06:39 PM EDT,Debit Card,VISA,7.72
17-Aug-2019 05:01 PM EDT,Debit Card,VISA,22.89
17-Aug-2019 04:50 PM EDT,Debit Card,MC,10.67
17-Aug-2019 04:29 PM EDT,Debit Card,VISA,12.21
17-Aug-2019 03:37 PM EDT,Debit Card,MC,18.11
17-Aug-2019 03:16 PM EDT,Debit Card,VISA,7.72
17-Aug-2019 01:15 PM EDT,Debit Card,MC,6.74
17-Aug-2019 01:14 PM EDT,Debit Card,VISA,9.55
17-Aug-2019 01:14 PM EDT,Debit Card,MC,12.5
17-Aug-2019 01:09 PM EDT,Cash,,10.36
16-Aug-2019 09:47 PM EDT,Debit Card,VISA,10.39
16-Aug-2019 08:32 PM EDT,Credit Card,MC,7.72
16-Aug-2019 08:05 PM EDT,Debit Card,VISA,13.54
16-Aug-2019 07:55 PM EDT,Credit Card,VISA,7.44
16-Aug-2019 07:52 PM EDT,Credit Card,DISCOVER,20.78
16-Aug-2019 06:44 PM EDT,Cash,,7.58
16-Aug-2019 04:56 PM EDT,Cash,,14.74
16-Aug-2019 04:44 PM EDT,Cash,,8.42
16-Aug-2019 04:25 PM EDT,Debit Card,VISA,14.46
16-Aug-2019 04:08 PM EDT,Credit Card,VISA,20.94
16-Aug-2019 03:44 PM EDT,Cash,,3.79
16-Aug-2019 03:26 PM EDT,Credit Card,VISA,10.68
16-Aug-2019 02:50 PM EDT,Cash,,7.72
16-Aug-2019 01:13 PM EDT,Cash,,21.86
16-Aug-2019 12:25 PM EDT,Cash,,12.92
16-Aug-2019 12:05 PM EDT,Cash,,3.37
15-Aug-2019 09:55 PM EDT,Debit Card,MC,7.17
15-Aug-2019 08:30 PM EDT,Debit Card,VISA,17.5
15-Aug-2019 08:28 PM EDT,Credit Card,MC,4.53
15-Aug-2019 08:27 PM EDT,Credit Card,DISCOVER,5.9
15-Aug-2019 07:58 PM EDT,Debit Card,MC,4.82
15-Aug-2019 07:44 PM EDT,Debit Card,VISA,5.4
15-Aug-2019 07:38 PM EDT,Debit Card,VISA,4.13
15-Aug-2019 07:36 PM EDT,Credit Card,DISCOVER,3.54
15-Aug-2019 07:36 PM EDT,Debit Card,VISA,5.99
15-Aug-2019 07:03 PM EDT,Debit Card,VISA,4.91
15-Aug-2019 07:03 PM EDT,Debit Card,MC,5.3
15-Aug-2019 06:37 PM EDT,Cash,,3.83
15-Aug-2019 06:22 PM EDT,Debit Card,MC,6.22
15-Aug-2019 06:21 PM EDT,Debit Card,MC,9.44
15-Aug-2019 05:21 PM EDT,Debit Card,MC,16.9
15-Aug-2019 04:07 PM EDT,Debit Card,VISA,5.21
15-Aug-2019 04:05 PM EDT,Debit Card,MC,17.5
15-Aug-2019 02:56 PM EDT,Debit Card,VISA,17.1
15-Aug-2019 02:55 PM EDT,Debit Card,VISA,11.2
15-Aug-2019 02:27 PM EDT,Debit Card,MC,13.07
15-Aug-2019 01:15 PM EDT,Debit Card,VISA,5.9
15-Aug-2019 12:26 PM EDT,Debit Card,MC,9.54
15-Aug-2019 12:17 PM EDT,Debit Card,VISA,16.68
14-Aug-2019 09:03 PM EDT,Cash,,7.3
14-Aug-2019 08:43 PM EDT,Cash,,27.8
14-Aug-2019 08:37 PM EDT,Cash,,6.6
14-Aug-2019 08:37 PM EDT,Cash,,5.48
14-Aug-2019 08:29 PM EDT,Credit Card,VISA,12.07
14-Aug-2019 08:25 PM EDT,Debit Card,MC,24.57
14-Aug-2019 08:23 PM EDT,Debit Card,MC,9.09
14-Aug-2019 08:19 PM EDT,Debit Card,MC,20.71
14-Aug-2019 07:52 PM EDT,Cash,,8.56
14-Aug-2019 07:47 PM EDT,Debit Card,VISA,12.48
14-Aug-2019 07:32 PM EDT,Debit Card,MC,23.5
14-Aug-2019 07:29 PM EDT,Debit Card,VISA,8.72
14-Aug-2019 07:28 PM EDT,Cash,,4.55
14-Aug-2019 07:27 PM EDT,Debit Card,MC,13.85
14-Aug-2019 07:22 PM EDT,Cash,,6.07
14-Aug-2019 07:20 PM EDT,Cash,,7.96
14-Aug-2019 07:13 PM EDT,Cash,,9.86
14-Aug-2019 07:12 PM EDT,Credit Card,VISA,18.07
14-Aug-2019 06:52 PM EDT,Debit Card,MC,19.58
14-Aug-2019 06:50 PM EDT,Debit Card,MC,11.37
14-Aug-2019 06:46 PM EDT,Cash,,6.45
14-Aug-2019 06:45 PM EDT,Cash,,7.96
14-Aug-2019 06:44 PM EDT,Cash,,8.72
14-Aug-2019 06:35 PM EDT,Debit Card,MC,14.15
14-Aug-2019 06:11 PM EDT,Credit Card,MC,12.07
14-Aug-2019 05:44 PM EDT,Debit Card,MC,14.11
14-Aug-2019 05:41 PM EDT,Debit Card,MC,7.5
14-Aug-2019 05:34 PM EDT,Debit Card,VISA,5.19
14-Aug-2019 05:33 PM EDT,Debit Card,MC,7.3
14-Aug-2019 05:18 PM EDT,Credit Card,VISA,9.27
14-Aug-2019 02:45 PM EDT,Credit Card,VISA,15.02
14-Aug-2019 02:39 PM EDT,Debit Card,MC,16.29
14-Aug-2019 02:31 PM EDT,Credit Card,VISA,11.23
14-Aug-2019 01:54 PM EDT,Credit Card,MC,31.73
14-Aug-2019 01:37 PM EDT,Cash,,2.04
14-Aug-2019 01:19 PM EDT,Cash,,8.14
14-Aug-2019 12:15 PM EDT,Debit Card,VISA,8.28
14-Aug-2019 12:15 PM EDT,Debit Card,VISA,8.14
14-Aug-2019 12:14 PM EDT,Debit Card,MC,6.88
14-Aug-2019 12:14 PM EDT,Debit Card,MC,5.9
14-Aug-2019 12:13 PM EDT,Debit Card,VISA,9.27
13-Aug-2019 09:14 PM EDT,Debit Card,MC,29.91
13-Aug-2019 08:44 PM EDT,Cash,,22.74
13-Aug-2019 07:43 PM EDT,Credit Card,DISCOVER,19.8
13-Aug-2019 07:38 PM EDT,Debit Card,VISA,10.53
13-Aug-2019 06:16 PM EDT,Debit Card,VISA,3.65
13-Aug-2019 06:09 PM EDT,Debit Card,MC,8.7
13-Aug-2019 04:49 PM EDT,Debit Card,MC,15.41
13-Aug-2019 04:36 PM EDT,Cash,,0
13-Aug-2019 04:36 PM EDT,Cash,,0
13-Aug-2019 04:36 PM EDT,Cash,,0
13-Aug-2019 04:34 PM EDT,Debit Card,VISA,5.3
13-Aug-2019 04:34 PM EDT,Debit Card,MC,8.72
13-Aug-2019 04:33 PM EDT,Cash,,9.55
13-Aug-2019 04:13 PM EDT,Debit Card,MC,9.55
13-Aug-2019 03:41 PM EDT,Debit Card,MC,7.16
13-Aug-2019 03:07 PM EDT,Debit Card,MC,18.45
13-Aug-2019 02:52 PM EDT,Debit Card,MC,12.46
13-Aug-2019 01:34 PM EDT,Cash,,4.21
13-Aug-2019 12:55 PM EDT,Debit Card,VISA,39.67
13-Aug-2019 12:19 PM EDT,Debit Card,VISA,9.09
13-Aug-2019 12:17 PM EDT,Cash,,41.06
12-Aug-2019 09:52 PM EDT,Debit Card,VISA,10.78
12-Aug-2019 09:47 PM EDT,Debit Card,MC,21.56
12-Aug-2019 09:42 PM EDT,Credit Card,VISA,16.17
12-Aug-2019 09:35 PM EDT,Credit Card,VISA,5.39
12-Aug-2019 09:34 PM EDT,Credit Card,VISA,5.39
12-Aug-2019 09:24 PM EDT,Debit Card,VISA,10.78
12-Aug-2019 08:56 PM EDT,Debit Card,MC,10.78
12-Aug-2019 08:51 PM EDT,Debit Card,MC,10.78
12-Aug-2019 08:37 PM EDT,Debit Card,MC,21.56
12-Aug-2019 08:21 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 08:19 PM EDT,Debit Card,VISA,10.78
12-Aug-2019 08:11 PM EDT,Debit Card,MC,16.17
12-Aug-2019 08:08 PM EDT,Credit Card,VISA,5.39
12-Aug-2019 08:07 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 08:05 PM EDT,Debit Card,MC,10.78
12-Aug-2019 08:05 PM EDT,Credit Card,MC,10.78
12-Aug-2019 08:02 PM EDT,Credit Card,MC,32.34
12-Aug-2019 07:59 PM EDT,Debit Card,MC,5.39
12-Aug-2019 07:54 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 07:48 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 07:48 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 07:37 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 07:33 PM EDT,Debit Card,VISA,10.78
12-Aug-2019 07:30 PM EDT,Debit Card,MC,10.78
12-Aug-2019 07:28 PM EDT,Cash,,5.39
12-Aug-2019 07:27 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 07:24 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 07:24 PM EDT,Credit Card,AMEX,16.17
12-Aug-2019 07:16 PM EDT,Cash,,10.78
12-Aug-2019 07:16 PM EDT,Debit Card,MC,10.78
12-Aug-2019 07:12 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 07:10 PM EDT,Debit Card,MC,21.56
12-Aug-2019 07:09 PM EDT,Cash,,5.39
12-Aug-2019 07:08 PM EDT,Debit Card,MC,5.39
12-Aug-2019 07:00 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 06:43 PM EDT,Credit Card,VISA,10.78
12-Aug-2019 06:41 PM EDT,Credit Card,VISA,5.39
12-Aug-2019 06:38 PM EDT,Credit Card,MC,5.39
12-Aug-2019 06:27 PM EDT,Debit Card,MC,10.78
12-Aug-2019 06:22 PM EDT,Credit Card,MC,26.95
12-Aug-2019 06:21 PM EDT,Debit Card,VISA,21.56
12-Aug-2019 06:08 PM EDT,Debit Card,MC,10.78
12-Aug-2019 06:02 PM EDT,Debit Card,VISA,10.78
12-Aug-2019 05:56 PM EDT,Debit Card,MC,5.39
12-Aug-2019 05:40 PM EDT,Debit Card,VISA,32.34
12-Aug-2019 05:30 PM EDT,Credit Card,AMEX,5.39
12-Aug-2019 05:25 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 05:13 PM EDT,Debit Card,MC,10.78
12-Aug-2019 04:44 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 04:33 PM EDT,Credit Card,MC,5.39
12-Aug-2019 04:19 PM EDT,Debit Card,MC,21.56
12-Aug-2019 04:19 PM EDT,Credit Card,MC,21.56
12-Aug-2019 04:16 PM EDT,Debit Card,VISA,10.78
12-Aug-2019 04:07 PM EDT,Debit Card,VISA,10.78
12-Aug-2019 03:55 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 03:35 PM EDT,Debit Card,VISA,10.78
12-Aug-2019 03:29 PM EDT,Credit Card,VISA,7.72
12-Aug-2019 03:21 PM EDT,Debit Card,MC,5.39
12-Aug-2019 03:16 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 03:16 PM EDT,Debit Card,MC,10.78
12-Aug-2019 03:14 PM EDT,Debit Card,VISA,16.17
12-Aug-2019 03:06 PM EDT,Debit Card,MC,10.78
12-Aug-2019 02:59 PM EDT,Debit Card,VISA,10.78
12-Aug-2019 02:46 PM EDT,Cash,,10.78
12-Aug-2019 02:36 PM EDT,Cash,,10.78
12-Aug-2019 02:22 PM EDT,Debit Card,MC,16.17
12-Aug-2019 02:21 PM EDT,Debit Card,VISA,10.78
12-Aug-2019 02:19 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 01:54 PM EDT,Cash,,16.17
12-Aug-2019 01:47 PM EDT,Credit Card,MC,10.78
12-Aug-2019 01:45 PM EDT,Cash,,10.78
12-Aug-2019 01:31 PM EDT,Cash,,5.39
12-Aug-2019 01:26 PM EDT,Cash,,5.39
12-Aug-2019 01:26 PM EDT,Cash,,10.78
12-Aug-2019 01:15 PM EDT,Cash,,5.39
12-Aug-2019 01:14 PM EDT,Credit Card,VISA,10.78
12-Aug-2019 01:13 PM EDT,Cash,,5.39
12-Aug-2019 01:12 PM EDT,Debit Card,VISA,5.39
12-Aug-2019 01:10 PM EDT,Cash,,5.39
12-Aug-2019 12:51 PM EDT,Cash,,10.78
12-Aug-2019 12:50 PM EDT,Credit Card,VISA,16.17
12-Aug-2019 12:43 PM EDT,Cash,,4.91
12-Aug-2019 12:31 PM EDT,Cash,,16.17
12-Aug-2019 12:20 PM EDT,Cash,,16.17
12-Aug-2019 12:08 PM EDT,Credit Card,MC,21.56
12-Aug-2019 12:07 PM EDT,Cash,,5.39
12-Aug-2019 12:06 PM EDT,Debit Card,MC,10.78
11-Aug-2019 08:06 PM EDT,Debit Card,VISA,22.18
11-Aug-2019 08:04 PM EDT,Credit Card,VISA,12.64
11-Aug-2019 07:20 PM EDT,Debit Card,MC,8.14
11-Aug-2019 07:19 PM EDT,Debit Card,MC,8.99
11-Aug-2019 06:46 PM EDT,Credit Card,MC,27.73
11-Aug-2019 06:46 PM EDT,Gift Cards,,5.9
11-Aug-2019 06:13 PM EDT,Credit Card,VISA,16.68
11-Aug-2019 06:11 PM EDT,Credit Card,VISA,36.94
11-Aug-2019 05:46 PM EDT,Debit Card,MC,17.31
11-Aug-2019 04:51 PM EDT,Credit Card,DISCOVER,15.72
11-Aug-2019 04:31 PM EDT,Debit Card,MC,2.19
11-Aug-2019 04:27 PM EDT,Credit Card,MC,13.34
11-Aug-2019 03:13 PM EDT,Credit Card,MC,20.08
11-Aug-2019 02:22 PM EDT,Cash,,16.18
11-Aug-2019 02:06 PM EDT,Debit Card,VISA,13.62
11-Aug-2019 01:56 PM EDT,Credit Card,VISA,9.83
11-Aug-2019 01:27 PM EDT,Debit Card,MC,33.23
11-Aug-2019 12:44 PM EDT,Credit Card,DISCOVER,22.32
11-Aug-2019 12:24 PM EDT,Cash,,13.48
10-Aug-2019 09:36 PM EDT,Credit Card,AMEX,18.53
10-Aug-2019 09:18 PM EDT,Credit Card,AMEX,18.39
10-Aug-2019 09:05 PM EDT,Credit Card,VISA,8.99
10-Aug-2019 08:09 PM EDT,Credit Card,MC,8.47
10-Aug-2019 08:08 PM EDT,Debit Card,VISA,8.99
10-Aug-2019 08:08 PM EDT,Debit Card,MC,5.62
10-Aug-2019 07:30 PM EDT,Debit Card,VISA,42.74
10-Aug-2019 06:20 PM EDT,Debit Card,VISA,14.74
10-Aug-2019 06:03 PM EDT,Credit Card,MC,12.64
10-Aug-2019 05:42 PM EDT,Credit Card,VISA,26.25
10-Aug-2019 03:34 PM EDT,Debit Card,MC,13.65
10-Aug-2019 03:12 PM EDT,Debit Card,VISA,10.53
10-Aug-2019 03:11 PM EDT,Debit Card,VISA,8.56
10-Aug-2019 03:10 PM EDT,Debit Card,MC,6.6
10-Aug-2019 01:53 PM EDT,Debit Card,MC,15.16
10-Aug-2019 12:23 PM EDT,Debit Card,MC,6.19
10-Aug-2019 12:16 PM EDT,Debit Card,MC,11.79
10-Aug-2019 12:10 PM EDT,Debit Card,VISA,15.87
09-Aug-2019 09:28 PM EDT,Debit Card,VISA,25.48
09-Aug-2019 09:12 PM EDT,Debit Card,VISA,14.32
09-Aug-2019 09:04 PM EDT,Debit Card,VISA,7.39
09-Aug-2019 08:30 PM EDT,Debit Card,MC,24.52
09-Aug-2019 07:50 PM EDT,Credit Card,VISA,9.35
09-Aug-2019 07:43 PM EDT,Debit Card,VISA,13.9
09-Aug-2019 07:38 PM EDT,Debit Card,VISA,12.36
09-Aug-2019 07:25 PM EDT,Debit Card,VISA,15.02
09-Aug-2019 06:54 PM EDT,Debit Card,MC,12.92
09-Aug-2019 06:25 PM EDT,Credit Card,MC,6.94
09-Aug-2019 06:21 PM EDT,Debit Card,VISA,5.48
09-Aug-2019 05:52 PM EDT,Debit Card,MC,17.55
09-Aug-2019 05:51 PM EDT,Debit Card,VISA,20.08
09-Aug-2019 05:46 PM EDT,Debit Card,MC,5.76
09-Aug-2019 05:40 PM EDT,Debit Card,VISA,20.64
09-Aug-2019 05:37 PM EDT,Credit Card,MC,12.64
09-Aug-2019 04:32 PM EDT,Debit Card,MC,15.58
09-Aug-2019 04:04 PM EDT,Credit Card,VISA,6.46
09-Aug-2019 03:49 PM EDT,Debit Card,MC,9.97
09-Aug-2019 03:47 PM EDT,Debit Card,VISA,32.57
09-Aug-2019 03:42 PM EDT,Credit Card,MC,6.6
09-Aug-2019 03:29 PM EDT,Cash,,8.14
09-Aug-2019 03:10 PM EDT,Debit Card,MC,19.8
09-Aug-2019 03:06 PM EDT,Debit Card,MC,12.5
09-Aug-2019 02:33 PM EDT,Debit Card,VISA,37.02
09-Aug-2019 02:20 PM EDT,Debit Card,MC,8
09-Aug-2019 02:15 PM EDT,Debit Card,MC,9.69
09-Aug-2019 02:01 PM EDT,Cash,,15.3
09-Aug-2019 01:52 PM EDT,Cash,,1.08
09-Aug-2019 01:46 PM EDT,Debit Card,MC,18.32
09-Aug-2019 01:21 PM EDT,Debit Card,MC,16.43
09-Aug-2019 12:30 PM EDT,Credit Card,VISA,8.42
08-Aug-2019 09:49 PM EDT,Credit Card,VISA,6.49
08-Aug-2019 08:56 PM EDT,Credit Card,DISCOVER,8.46
08-Aug-2019 07:47 PM EDT,Debit Card,VISA,12.87
08-Aug-2019 07:27 PM EDT,Debit Card,MC,10.52
08-Aug-2019 07:22 PM EDT,Debit Card,MC,13.76
08-Aug-2019 06:56 PM EDT,Debit Card,MC,8.22
08-Aug-2019 06:56 PM EDT,Gift Cards,,0.43
08-Aug-2019 06:54 PM EDT,Credit Card,MC,5.21
08-Aug-2019 06:54 PM EDT,Credit Card,MC,5.21
08-Aug-2019 06:52 PM EDT,Credit Card,AMEX,10.91
08-Aug-2019 06:31 PM EDT,Credit Card,VISA,23.49
08-Aug-2019 06:28 PM EDT,Credit Card,DISCOVER,17.1
08-Aug-2019 06:13 PM EDT,Debit Card,VISA,12.97
08-Aug-2019 05:45 PM EDT,Credit Card,AMEX,9.33
08-Aug-2019 05:41 PM EDT,Credit Card,MC,3.54
08-Aug-2019 04:53 PM EDT,Debit Card,MC,10.42
08-Aug-2019 04:38 PM EDT,Credit Card,VISA,8.55
08-Aug-2019 04:13 PM EDT,Credit Card,VISA,5.51
08-Aug-2019 03:49 PM EDT,Credit Card,DISCOVER,13.66
08-Aug-2019 03:11 PM EDT,Credit Card,MC,6.29
08-Aug-2019 02:18 PM EDT,Cash,,12.68
08-Aug-2019 01:20 PM EDT,Debit Card,MC,29.4
08-Aug-2019 01:08 PM EDT,Debit Card,MC,11.65
08-Aug-2019 12:00 PM EDT,Cash,,4.42
08-Aug-2019 11:56 AM EDT,Credit Card,MC,4.42
08-Aug-2019 11:54 AM EDT,Credit Card,MC,4.42
08-Aug-2019 11:53 AM EDT,Credit Card,MC,4.42
08-Aug-2019 11:52 AM EDT,Credit Card,MC,4.42
07-Aug-2019 09:36 PM EDT,Debit Card,VISA,10.81
07-Aug-2019 09:28 PM EDT,Credit Card,MC,18.58
07-Aug-2019 09:15 PM EDT,Debit Card,VISA,15.29
07-Aug-2019 09:14 PM EDT,Debit Card,VISA,9.35
07-Aug-2019 08:59 PM EDT,Credit Card,VISA,14.46
07-Aug-2019 08:05 PM EDT,Debit Card,VISA,18.39
07-Aug-2019 07:57 PM EDT,Debit Card,VISA,16.3
07-Aug-2019 07:52 PM EDT,Debit Card,MC,8.99
07-Aug-2019 07:51 PM EDT,Debit Card,MC,5.48
07-Aug-2019 07:51 PM EDT,Debit Card,VISA,7.3
07-Aug-2019 07:50 PM EDT,Debit Card,VISA,9.55
07-Aug-2019 07:26 PM EDT,Debit Card,MC,8.6
07-Aug-2019 06:52 PM EDT,Debit Card,VISA,40.68
07-Aug-2019 06:27 PM EDT,Cash,,15
07-Aug-2019 06:14 PM EDT,Debit Card,VISA,7.44
07-Aug-2019 06:12 PM EDT,Debit Card,VISA,7.44
07-Aug-2019 06:08 PM EDT,Debit Card,VISA,25.83
07-Aug-2019 05:26 PM EDT,Credit Card,MC,6.04
07-Aug-2019 03:14 PM EDT,Cash,,24.57
07-Aug-2019 02:35 PM EDT,Cash,,9.83
07-Aug-2019 02:23 PM EDT,Credit Card,VISA,14.04
07-Aug-2019 01:59 PM EDT,Credit Card,DISCOVER,2.95
07-Aug-2019 01:57 PM EDT,Cash,,10
07-Aug-2019 01:21 PM EDT,Debit Card,VISA,8.42
07-Aug-2019 01:20 PM EDT,Debit Card,VISA,7.72
07-Aug-2019 12:44 PM EDT,Credit Card,VISA,7.67
07-Aug-2019 12:31 PM EDT,Cash,,7.3
07-Aug-2019 12:28 PM EDT,Cash,,11.6
07-Aug-2019 12:25 PM EDT,Debit Card,MC,6.18
06-Aug-2019 09:09 PM EDT,Debit Card,VISA,7.16
06-Aug-2019 09:00 PM EDT,Debit Card,MC,13.76
06-Aug-2019 08:26 PM EDT,Cash,,18.95
06-Aug-2019 08:19 PM EDT,Cash,,15.72
06-Aug-2019 08:09 PM EDT,Cash,,3.37
06-Aug-2019 08:09 PM EDT,Debit Card,MC,5.9
06-Aug-2019 08:08 PM EDT,Debit Card,MC,10.25
06-Aug-2019 08:02 PM EDT,Debit Card,MC,14.68
06-Aug-2019 07:58 PM EDT,Cash,,14.04
06-Aug-2019 07:43 PM EDT,Debit Card,VISA,15.72
06-Aug-2019 07:30 PM EDT,Debit Card,VISA,11.37
06-Aug-2019 07:20 PM EDT,Debit Card,VISA,12.58
06-Aug-2019 06:00 PM EDT,Cash,,5.3
06-Aug-2019 05:29 PM EDT,Debit Card,VISA,4.35
06-Aug-2019 05:28 PM EDT,Debit Card,VISA,3.93
06-Aug-2019 05:27 PM EDT,Credit Card,MC,9.35
06-Aug-2019 04:21 PM EDT,Debit Card,VISA,2.16
06-Aug-2019 02:46 PM EDT,Debit Card,MC,8.09
06-Aug-2019 01:47 PM EDT,Credit Card,VISA,15.44
06-Aug-2019 12:08 PM EDT,Cash,,19.2
05-Aug-2019 09:37 PM EDT,Debit Card,VISA,5.39
05-Aug-2019 09:22 PM EDT,Cash,,5.39
05-Aug-2019 09:21 PM EDT,Debit Card,MC,5.39
05-Aug-2019 09:21 PM EDT,Debit Card,MC,5.39
05-Aug-2019 09:12 PM EDT,Credit Card,VISA,16.17
05-Aug-2019 09:11 PM EDT,Debit Card,VISA,10.78
05-Aug-2019 09:08 PM EDT,Debit Card,VISA,10.78
05-Aug-2019 08:58 PM EDT,Gift Cards,,5.39
05-Aug-2019 08:56 PM EDT,Debit Card,VISA,5.39
05-Aug-2019 08:52 PM EDT,Debit Card,VISA,10.78
05-Aug-2019 08:52 PM EDT,Debit Card,MC,5.39
05-Aug-2019 08:51 PM EDT,Debit Card,MC,5.39
05-Aug-2019 08:49 PM EDT,Debit Card,VISA,10.78
05-Aug-2019 08:48 PM EDT,Debit Card,MC,10.78
05-Aug-2019 08:47 PM EDT,Debit Card,MC,16.17
05-Aug-2019 08:45 PM EDT,Cash,,0.39
05-Aug-2019 08:45 PM EDT,Gift Cards,,5
05-Aug-2019 08:45 PM EDT,Debit Card,MC,5.39
05-Aug-2019 08:40 PM EDT,Debit Card,MC,10.78
05-Aug-2019 08:39 PM EDT,Debit Card,MC,5.39
05-Aug-2019 08:38 PM EDT,Debit Card,VISA,10.78
05-Aug-2019 08:30 PM EDT,Debit Card,VISA,5.39
05-Aug-2019 08:12 PM EDT,Debit Card,VISA,16.17
05-Aug-2019 07:59 PM EDT,Debit Card,VISA,10.78
05-Aug-2019 07:56 PM EDT,Credit Card,MC,5.39
